,Acinetobacter,Burkholderia,Burkholderia cepacia complex,Salmonella,Shigella,Enterobacter,Enterobacter cloacae complex,Helicobacter,Campylobacter,Enterococcus,Escherichia,Vibrio,Morganella,Citrobacter,Providencia,Clostrioides,Klebsiella,Proteus,Streptococcus,Staphylococcus,Stenotrophomonas,Stenotrophomonas maltophilia group,Haemophilus,Serratia,Giardia,Vermamoeba,Acanthamoeba,Naegleria,Acinetobacter calcoaceticus baumannii complex,Pseudomonas,Legionella,Mycobacterium,Mycobacterium avium complex
182547,A0A178GQG2,A0A1H4YS95,UPI000F5B2FAC,A0A5W8X1Q9,,A0A023I6W6,UPI000263C97C,T2SJK7,UPI000F80A300,A0A437UIA3,UPI000DE9BC5E,A0A656A2Y0,,D4B8C4,,,UPI000B9AAF4B,,UPI000DDBE472,UPI000E2866AD,UPI0002FB65BD,A0A5K1NJ30,UPI000D004F22,UPI0004F6BD8C,,,,,A0A4S1DE94,A0A2D1TMJ8,UPI0007774D42,A0A2S8BQ18,UPI0007EB9036
5479177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C9C82D6,,,
4234082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0014091438,,,
4416425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053EF357,,,
4003950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A166LTV2,,,
3740305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A285IIB1,,,
4418593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053E7613,,,
4866364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I3V5D8,,,
715733,UPI0004514D8C,UPI00016B227E,UPI000CFF9AF4,UPI000BE22067,,UPI001141262D,UPI0007935C52,A0A0K9MRM2,UPI000A32CC76,A0A6B8MNX9,UPI0002511B1D,A0A178J750,,,,,UPI0013788340,,UPI000416E713,UPI0008A8DBE3,,,,,,,,,,A0A1B8V833,,UPI000459C8BF,
5342406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1V3T823,,,
207624,A0A368MP56,A0A0D5L605,UPI000F5EE804,A0A3X5UB36,,A0A4Q2QQB9,UPI000358D8F8,A0A2A6UAH7,UPI00122CE557,A0A1L8QU41,UPI000E0495F4,UPI000E0BB9F2,,UPI00141BCC2D,,,A0A318FCP1,,A0A2I1UGC2,UPI000E686337,UPI00066EB3DA,A0A2T1IAB4,UPI00112E35F0,UPI0003DFF804,,,,,UPI00049FA693,A0A5N9I1Y8,UPI0010419425,A0A0E2WCB5,
756879,UPI0006694A38,UPI00052AEB5A,UPI000CF188B9,UPI001114B755,,UPI000B3D27DF,UPI000BA880E0,A0A3N5D8I0,UPI00094CE0BC,UPI0001CEA65B,UPI00053B1F99,UPI0004DF9964,,,,,UPI0012D8A9E9,,UPI00066E13FF,UPI0005DD7DE5,,,,,,,,,,UPI000E323C5E,,UPI000309F1FD,
5850073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000CD1D69B,,,
214663,A0A009I3U9,A0A109EDM0,UPI000F80473E,A0A3V1GWC3,,A0A428LVI1,UPI000465076B,A0A2A6TBT5,UPI00122CBEC0,A0A367CD51,UPI000E323568,UPI000E1BEE9A,,UPI00137845F4,,,A0A6B8MVD6,,A0A1F1ERE2,UPI000F7BCEBA,UPI00066EE183,A0A655M8Y3,UPI00096073B7,UPI00044974C7,,,,,UPI000552A6A0,A0A1H5IP14,A0A098G299,A0A1Y0BXN3,
3311124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004AC0447,,,
42883,A0A1Q3N608,A0A3P0SHZ5,A0A1V2VXT0,UPI000E6C2128,UPI000283144C,UPI000DE5EE21,A0A455VUB7,M3LLP0,UPI000BB3EF6F,UPI00046E325B,A0A2W6PE94,A0A2A9F3S2,UPI00046AE7F7,A0A064DPZ9,A0A356D6T9,UPI0003B2A2BB,UPI000E2AD7EC,UPI00130078C7,A0A1G6DU33,UPI0004518AD1,A0A3D5JRF5,A0A6B8JCU9,UPI000E0D0EF4,Q55323,,,,,A0A270L9J5,A0A239ECC0,A0A1E5JRA2,A0A3S0TF56,A0A2A3L3V8
6885520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000652E5F9,,,
2318009,,UPI00075C71DC,,,,,,,,,UPI0007A5FA2F,UPI001120C684,,,,,,,,,,,,,,,,,,A0A6C0U189,,,
5763727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010677652,,,
1991950,,UPI00075DF436,,,,,,,,,UPI000BE609DB,UPI000C847D27,,,,,,,,,,,,,,,,,,UPI000F04CA49,,,
6478152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007B3A1F8,,,
1343032,UPI00125049D8,A0A2X1HWV8,UPI00075E78F0,,,,,UPI0011185784,,,UPI0005CEB9DB,UPI0014054E59,,,,,UPI0006514D82,,UPI000B757B18,,,,,,,,,,,J2S5T0,,A0A1A3MV01,
6283136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1F0A96,,,
741160,UPI00044FEAD8,UPI00048904A1,UPI000F5AC1A4,UPI001110CF18,,UPI0011ECFDF2,UPI0005F90CF7,A0A2A6TND3,UPI000709316E,A0A5Q7F9U0,UPI0004D72489,UPI00019F2D72,,,,,UPI0013D62AA7,,J0V7J6,UPI000A356F7F,,,,,,,,,,UPI000E0D80E5,,UPI0004F39E57,
6912190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000B28A504,,,
2782504,,,,,,,,,,,,Q7MFY8,,,,,,,,,,,,,,,,,,A0A446ASG0,,,
5973091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BB66317,,,
2093155,,UPI0007521881,,,,,,,,,UPI000BE6E5B1,UPI001158D4B0,,,,,,,,,,,,,,,,,,UPI000D0B6420,,,
3132015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003B9F54C,,,
157065,UPI000BF3C227,UPI000F0749D6,UPI000F577475,A0A3X4HJH0,,UPI0012383C84,V5B5L6,K7Z181,UPI00122D2629,UPI00133088A7,UPI000E20B921,A0A090T1V2,,UPI00041FBCB2,,UPI0006BBEC8D,UPI000E3C2AA0,,A0A0T8UU37,UPI00106882B8,A0A0D0JJZ6,UPI0013D96519,A0A1B8R0P8,A0A5P6H2T4,,,,,K8ZXZ5,A0A2N8A1E5,UPI0007709159,A0A1X2A333,UPI0009F38040
789064,A0A3A8F2C0,UPI000538DF88,UPI000625AFC1,UPI0009A99C61,,UPI000735DA36,,M3RIG6,UPI00094C58B8,,UPI0004D999B5,UPI00052A17B7,,,,,UPI00062824F1,,A0A116KR33,UPI00066C3148,,,,,,,,,,UPI000F0481B4,,UPI00045A7C29,
2611893,,UPI000759F2CE,,,,,,,,,UPI000B3DE473,UPI0009471CAA,,,,,,,,,,,,,,,,,,A0A1V9UC30,,,
22946,N8XB49,A0A228HVX8,U2FWF9,A0A379SHD4,UPI001304BC65,W0BUG5,UPI000EF98851,A0A0K2YAK9,A0A1W6BWR5,UPI00028288C8,A0A2X7H2D8,A0A1G7ZKU1,A0A0D8L9G3,A0A4U6H0H4,UPI000F6D9258,UPI0010336380,W1DDV1,A0A2X2DK69,A0A412AB22,UPI0001A5CBC7,A0A4R7UG25,UPI0013100552,UPI000E57F364,UPI000B8E77BF,A8BY66,,,D2W350,UPI000DE7AA8C,A0A3G7U9H0,UPI00105561E4,A0A1A2H4Z1,A0A1A3J138
3429346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H2XKZ4,,,
548808,A0A1U9S690,A0A238H8P8,A0A095DJB2,A0A3I8G9M2,,A0A156IC57,UPI000738CF1F,A0A293SMP4,UPI000C7F29EA,UPI0011583691,UPI000EF8AB2A,A7K3H5,,,,,A0A0L0APC8,,UPI000225120E,UPI0001D169C5,UPI000C14DC58,,,UPI0006D9CCE3,,,,,UPI000810348F,A0A0F0EEA7,,A0A2U3NYL2,
812991,A0A2S2FEL5,UPI0002387601,UPI0009811432,UPI0009AD1E32,,UPI000665EAA4,,A0A3N5BWB3,UPI00069B0293,,UPI0002CA85D7,UPI0004DFCCCD,,,,,UPI00058B28DD,,A0A0Z8CR46,UPI000D1D275C,,,,,,,,,,UPI000E3B9E62,,UPI00045AA547,
3938663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1I5R0B5,,,
2382295,,UPI0007595973,,,,,,,,,UPI0007A5B0EF,UPI0011C84F8C,,,,,,,,,,,,,,,,,,A0A3D9Y8S8,,,
4316737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005A99670,,,
1818941,,UPI0007543E5C,,,,,,,,,UPI0010CC2FD0,UPI0010591D38,,,,,,,UPI000ABF085A,,,,,,,,,,,UPI000F032F81,,UPI000684E279,
4809231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1X1A3Q3,,,
1337242,UPI0011A3D96D,A0A2S8J075,UPI00075B04E1,,,,,UPI00112AD0AC,,,UPI000530776C,UPI001389E2FD,,,,,UPI00071DAF86,,UPI000CF3752B,,,,,,,,,,,A0A255XS56,,A0A100ZWL8,
58767,U7GYN8,A0A658V8E3,A0A2N9CZ82,UPI000DF022D0,UPI00057C03C3,A0A679FYX1,UPI0011F02554,J0PH15,A0A691FLQ9,UPI000A18604B,A0A376LMB1,A0A344KQ33,A0A1B8HT29,A0A241Q4Z0,UPI00069FC86D,UPI00038DB97B,UPI000D74444E,UPI000668A67A,A0A2X3YR72,UPI00045AAE3B,UPI000DA72479,A0A6B8GBE8,UPI000E5C8B97,UPI0011F3C85B,,,,,A0A2I8CQ32,A0A2N7ZKI5,A0A6F8TA81,A0A522NIB8,UPI000449A775
3879987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J2S577,,,
3128042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004178449,,,
4270161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005B2FA43,,,
3088596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000317287F,,,
2605957,,UPI0007597257,,,,,,,,,UPI000B6F7992,UPI0009B686DF,,,,,,,,,,,,,,,,,,A0A0A1YK61,,,
2104950,,UPI000752FED2,,,,,,,,,UPI00111047BA,UPI00111E6301,,,,,,,,,,,,,,,,,,UPI0012B25555,,,
4533849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3M6AKV2,,,
5232419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1S1URG9,,,
5812509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010BFE636,,,
2168532,,UPI00075CEF89,,,,,,,,,UPI0010CB399A,UPI00111EE0DA,,,,,,,,,,,,,,,,,,UPI00129AAD3F,,,
6119380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00102081F5,,,
2871529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00048A684C,,,
3978229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A179RJG2,,,
137885,UPI000DE666C0,UPI000F080285,UPI000F5178B7,A0A3V2P9W3,,UPI0010114270,A0A1S2A514,UPI000BA50E38,A0A5Z0D8Q5,UPI000E49AFAF,A0A0H3EDB9,A0A090P754,,A0A4V3VIQ3,UPI00097733AD,UPI00097FE5BF,UPI000E2D4D06,UPI00066797A4,A0A4Q5BY26,UPI000CD193D4,UPI001299E1BD,UPI0013D939D0,UPI00021B400D,A0A5C7C0K7,,,,,UPI00124FE105,A0A2V2ST32,A0A378L1G1,A0A522NIK1,UPI000BAEF7C4
2732207,,,,,,,,,,,,UPI000812CFD1,,,,,,,,,,,,,,,,,,A0A2M9GC67,,,
5352824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0T6VJR0,,,
1736318,,UPI0009775854,,,,,,,,,UPI001035CF82,UPI000B61B86C,,,,,,,UPI0007826D80,,,,,,,,,,,UPI000F899EA6,,UPI00099BA0C4,
4418503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053E8818,,,
2713122,,,,,,,,,,,,UPI0006A70560,,,,,,,,,,,,,,,,,,A0A1H0HKS9,,,
1448377,UPI0007EA2BE9,A0A118RRL9,UPI000753A91F,,,,,,,,A0A657ECQ3,UPI0005F1005A,,,,,UPI0007CC2C84,,UPI0010A11875,,,,,,,,,,,A0A646P656,,UPI00100AB4C7,
3731916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0MYJ7,,,
1238485,UPI00103B226E,UPI00059D1095,UPI0009001571,,,,,UPI000CEEABBA,,,UPI000B3C7F3A,A0A561AJX9,,,,,UPI001112C18B,,G0I9X0,,,,,,,,,,,A0A5B0FCZ2,,A0A101BGL3,
848127,V2TRF8,UPI00040F3AC4,UPI0009BC8B6C,UPI00073C8224,,UPI0007AB5CC3,,A0A438X643,UPI000B77DAA7,,UPI0002C93F33,UPI00031B26EE,,,,,UPI000D9A90B6,,A0A231W247,UPI000D1C25C0,,,,,,,,,,UPI000F034AB4,,UPI0004634867,
4712320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A257C4Y7,,,
241016,A0A3P4MRJ7,A0A2A9L799,UPI0012DE010D,A0A5H6Y595,,A0A2S4SLY7,UPI000651C560,UPI0012B1E18F,A0A430VAR3,A0A413AKY4,UPI000BE456BB,UPI000BA98B24,,A0A658NNI3,,,A0A377V2A4,,A0A4U9Z590,UPI000F075C49,A0A4Q1CXF5,A0A3S0HXY9,P45989,A0A2X5DRI5,,,,,UPI0002CF93D2,A0A3M5E1U7,A0A0W0WMQ6,UPI000E3B90F2,
3383307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A365VP03,,,
3868866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1G6Y3T8,,,
1286495,UPI000D01330D,A0A103RIJ8,UPI0007582C5E,,,,,UPI000C3055B1,,,UPI0013638D6B,A0A366AC02,,,,,UPI000B40A8A1,,A0A663BV03,,,,,,,,,,,A0A1Y5L2D1,,A0A1A0XF07,
4604143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N8GD01,,,
292488,UPI0013728377,UPI0013187DBD,A0A2S9NF87,A0A3Y0NYB0,,UPI0003ED0148,UPI0013FD248A,UPI000EAF4E2B,A0A690KJY9,A0A6I7ZGB3,UPI000E1C8407,B7VP93,,UPI0010CA85D7,,,A0A377XRQ0,,UPI00135B69F9,A0A0U1EC91,UPI0013E009CA,UPI000D53CA9B,,UPI00132C5A2B,,,,,UPI000461E4EF,A0A1T1I8Y4,,A0A0F4ESF7,
316585,UPI00124EB9F4,UPI000F7FC8AE,A0A1G5MR77,A0A3W0JID9,,UPI000485AEC2,UPI0005EFC192,UPI0012E97DB6,A0A692SPM4,UPI000470E818,UPI000B7D5E7E,A0A3B7CTX2,,UPI000B9ACD51,,,A0A2X3H8Y9,,UPI0010128555,A0A1L6C0A3,UPI0005B70C72,UPI000DA27C45,,UPI0005623C2B,,,,,R8YIR3,S6UWJ3,,A0A498QMF2,
6836410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00071BDDC9,,,
2164396,,UPI0007587B47,,,,,,,,,UPI0010CB7447,UPI00111EFE3E,,,,,,,,,,,,,,,,,,UPI00125DA059,,,
5198958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A327N3T8,,,
2748500,,,,,,,,,,,,UPI000B76EEF5,,,,,,,,,,,,,,,,,,A0A5P2S7R2,,,
5707118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001010647A,,,
1491616,UPI000A3CB40B,UPI000DAF8204,UPI000757C4CD,,,,,,,,A0A370V265,UPI0005F019C9,,,,,UPI000665C413,,UPI000C8403CE,,,,,,,,,,,UPI001365A2ED,,UPI000C7F1B0E,
2065578,,UPI00075F4FE5,,,,,,,,,UPI000BE4FB95,UPI0009B19CFD,,,,,,,,,,,,,,,,,,UPI000F017200,,,
533271,A0A3A8GIL7,A0A2Z6TAV5,A0A3N7P1Z3,A0A100V2U8,,A0A330GF64,UPI000A3AB9D8,A0A0L0QJE8,UPI000D367F0E,UPI00114CB776,UPI000FBA9ECD,UPI0012AD73F5,,,,,A0A165A4K2,,F0FSS7,UPI00069E43D6,UPI0011105653,,,UPI0009417FDB,,,,,UPI0008DE2477,A0A3B8TLY5,,A0A2S9F664,
6282509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1E5CCD,,,
4626342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W5IM40,,,
5341582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A427DSC1,,,
6501516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008ED8616,,,
4359178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00028FC2FA,,,
6306813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1FFD45,,,
930516,UPI00143FEA8F,A0A4R4FTS6,UPI00075DAE36,UPI000676F830,,UPI00063C30ED,,UPI0013F461EE,,,UPI0002CC2FC1,UPI00029A165A,,,,,UPI000DAD1792,,A0A2I8AJH4,UPI0011A8316B,,,,,,,,,,UPI000BB57E4B,,A0A1X0B7J0,
2730585,,,,,,,,,,,,UPI0007DC384A,,,,,,,,,,,,,,,,,,A0A3G7NNI8,,,
6823200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00070D806A,,,
2087999,,UPI00075952E5,,,,,,,,,UPI000BE4E31F,UPI0011596B63,,,,,,,,,,,,,,,,,,UPI000DA6554D,,,
1344970,UPI00125033FD,A0A103KCV6,UPI000753AE45,,,,,UPI0011278488,,,UPI0005AB43CF,UPI0013039AFD,,,,,UPI00064ABE39,,UPI000B595568,,,,,,,,,,,A0A438LD36,,A0A1A3A0T9,
5377076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H1T6F9,,,
323359,UPI001250B060,UPI000F58DDCF,A0A1B4NUT8,A0A3X6UGP6,,UPI0006281EFE,UPI0005F97812,UPI0012B2A7D4,A0A5T1X420,UPI0004A7F446,UPI000B7D0605,A0A0B8P2H9,,UPI0010CA825F,,,A0A332DM40,,UPI000F634B88,D9N3A2,A0A3S5GH27,UPI000D3396D6,,UPI0005CAD570,,,,,UPI00142F8399,A0A3G8CGJ1,,A0A1B9D5A1,
4887857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1Y3P3P6,,,
3304206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00041CF097,,,
6921444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1DDF63,,,
4029671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2V5AFN9,,,
6144872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011B55E5A,,,
4444575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001413785A,,,
4127605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001427E410,,,
2041823,,UPI00075599A9,,,,,,,,,UPI000BF48685,UPI000C846BA1,,,,,,,,,,,,,,,,,,UPI000F54A42A,,,
2341840,,UPI000755E4F1,,,,,,,,,UPI000743537A,UPI00106E5B84,,,,,,,,,,,,,,,,,,A0A5D3Y1M7,,,
1255402,UPI00103E341F,UPI0013FD4712,UPI0009B4E9F5,,,,,UPI000CF0AAFD,,,UPI0013D2C8AF,A0A0A6TEE5,,,,,UPI001034CE1E,,A0A2I1TQU8,,,,,,,,,,,A0A292D3E4,,A0A4Y9MMA6,
642065,UPI0005195B48,A0A1W0YT71,A0A1X1PHH5,A0A5Y1Y4N0,,UPI0010C17B47,UPI0007C96C3B,A0A439C206,UPI00111EA737,A0A242KWY2,UPI001247CA89,A0A1W6VLQ6,,,,,UPI00065084E8,,UPI000381652A,UPI0009916FDE,UPI00078975CB,,,,,,,,,A0A1Y3KFF3,,A0A0Q2LKV1,
4482737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A553GVJ3,,,
5099759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6SEP3,,,
1741976,,UPI000975A64D,,,,,,,,,UPI00102A1296,UPI000D3BA29C,,,,,,,UPI0007651FE4,,,,,,,,,,,UPI000F54BFA1,,UPI0009DC1A12,
6675994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008A8E0BC,,,
283456,UPI00124FA85A,UPI00131E5301,A0A427NHF0,A0A3V3PCU7,,UPI0004531DF2,UPI0013EFAA5A,UPI001037E188,A0A693N457,A0A179ETF7,UPI000DDD8B21,A0A0B8QAN1,,UPI00103EBE3E,,,A0A3S4H9V7,,UPI001379EF1D,A0A178NSI6,UPI0013DB854D,A0A1A6Y6N8,,UPI0013DC7470,,,,,UPI00044E306A,A0A5C5NZX9,,A0A024JVF4,
1252203,UPI0010236A3B,UPI00141F8370,UPI0008FE3A16,,,,,UPI000C300792,,,UPI0013DF146A,A0A2N7DI59,,,,,UPI00066811E2,,A0A139PX95,,,,,,,,,,,A0A4Y8SL32,,A0A101BD15,
4105388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013E0BC36,,,
3588413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A059L5Z5,,,
3766936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423JIM2,,,
1053515,A0A2K8UND4,A0A1D7ZL12,UPI000758DE70,,,,,A0A496HNI9,,,UPI0006992E3A,UPI0004712F4E,,,,,UPI00109CDB58,,UPI000598B33C,UPI000D1DEE4B,,,,,,,,,,A0A423CV20,,A0A1A1Y4U1,
6614131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009B9E2DF,,,
859156,N9GZQ9,UPI00048C7300,UPI00075E028A,UPI0007C5D023,,UPI000960552E,,A0A0L0PPN4,A7GYU4,,UPI0002CC3651,UPI0001B9373D,,,,,UPI000D6EB9AF,,F5W1B6,UPI000D59E726,,,,,,,,,,UPI000F067FFE,,UPI00068B8AEC,
4986946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H1M317,,,
1836337,,UPI00078130DC,,,,,,,,,UPI0010A6A7C4,UPI0011101637,,,,,,,,,,,,,,,,,,UPI000F061808,,UPI0007ECFB65,
898498,N8VB34,A0A3N8CVN3,UPI00075A054A,UPI00097571FF,,UPI00076F4575,,A0A3D8IPP9,,,UPI00025CA8E1,UPI0002BBFC0C,,,,,UPI000D74F618,,A0A1B1IFP5,UPI000D1FCC91,,,,,,,,,,UPI000E310D15,,A0A1A2U746,
2472308,,UPI00075C5A8A,,,,,,,,,UPI0007E37A29,UPI00073F2E29,,,,,,,,,,,,,,,,,,A0A560Q2J3,,,
2664760,,UPI000B79F4FF,,,,,,,,,UPI000BE6DD87,UPI00076A9D9E,,,,,,,,,,,,,,,,,,A0A2N8T7Y9,,,
291509,UPI00132EE696,UPI00131E6667,A0A1G5MCP9,A0A3W9D299,,UPI0003BE9369,UPI0013CFD697,UPI000EB16D7A,A0A693BQC9,A0A6I7ZGW3,UPI000E218AF6,A0A0B8QVH7,,UPI0010C9A73C,,,A0A377X802,,UPI001388C966,A0A4U9TI54,UPI0013DCBE48,UPI000DAAD34A,,UPI0012B6B65E,,,,,UPI00044767D3,A0A4Z0B418,,A0A1Q4HKN7,
853467,A0A5C0U659,A0A105KXJ1,UPI000755C82E,UPI0005743C8E,,UPI0009A7A84E,,A0A3D8W185,UPI000B3D5B0E,,UPI0002CAE8D7,UPI000307B8D2,,,,,UPI000DABBA02,,Q8DV58,UPI000CD176CB,,,,,,,,,,UPI000F554905,,UPI0004BAB6CA,
758726,UPI0005C9F4F4,UPI00052A99A3,UPI000CF0AF96,UPI00111B2C11,,UPI000A3744A6,UPI000BA0F65D,A0A1Q2QLH6,UPI00094C7B65,,UPI00050AC902,UPI000301F1BE,,,,,UPI0012E85C60,,UPI00067BDDC2,UPI0005BC1188,,,,,,,,,,UPI000F04B08B,,UPI0003637A6E,
5505719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000B8B7903,,,
4662468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7D8D3,,,
1098952,A0A385N495,A0A108F0Y0,UPI00075CAE02,,,,,A0A2A6ULG7,,,A0A485E0H7,UPI0006E14B6B,,,,,UPI000C79A26D,,UPI000530FE40,UPI000D727EA2,,,,,,,,,,A0A3M5P6J6,,UPI00138F5224,
1012728,UPI001407DC87,A0A2U9SHW7,UPI00075E9289,,,UPI000B7C61C3,,A0A377JM29,,,UPI0004498FD5,UPI00040163A4,,,,,UPI000E2B23D7,,UPI0005DF9E24,UPI000E679205,,,,,,,,,,A0A643I2U1,,A0A329L219,
4879530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7L945,,,
5521550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA2D39B,,,
1571592,,UPI000BBD0EEA,UPI00075E6E5C,,,,,,,,UPI000CD4E2ED,V5HK11,,,,,UPI000A37D548,,UPI00099AB95D,,,,,,,,,,,UPI00132001E9,,UPI00093CA586,
3581211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3G8CMA8,,,
2821624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0C2MQB1,,,
6047594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00110CCF38,,,
4626349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4U3IK40,,,
5479317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000CCFD765,,,
1347010,UPI0012501388,A4JLD5,UPI0007565DF3,,,,,UPI00112C5D77,,,UPI0005CDCDAA,UPI0013031698,,,,,UPI00066867DA,,UPI000B58BA25,,,,,,,,,,,A0A2N1IMB4,,A0A1A2LAE1,
1556091,,UPI000D004464,UPI0007549B31,,,,,,,,UPI000D37DB7A,A0A454D5G9,,,,,UPI000A3767E9,,UPI00109B8E52,,,,,,,,,,,UPI00135E534F,,UPI000ACBF2C2,
3594813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I4JPS4,,,
1533546,,UPI000CFEF49A,UPI00075C521A,,,,,,,,UPI000CFD9229,A0A2M8GV07,,,,,UPI00063CE4BC,,UPI0005E0EB18,,,,,,,,,,,UPI0013200CEF,,UPI00110CF215,
3280775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00046AB713,,,
5675364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010613A83,,,
3822966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423GHD7,,,
6485860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008035BE9,,,
2631395,,UPI000B79CEFD,,,,,,,,,UPI000B7FE476,UPI00084AA3C8,,,,,,,,,,,,,,,,,,A0A1I5FMT9,,,
5639248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000F0253CD,,,
4881299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6RRG2,,,
2769385,,,,,,,,,,,,UPI000B5C2F4C,,,,,,,,,,,,,,,,,,A0A2T0NWY4,,,
5188945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2T3CC46,,,
3025181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00028189F0,,,
2533316,,UPI00075369CD,,,,,,,,,UPI0006518E4B,UPI00084B6300,,,,,,,,,,,,,,,,,,A0A077LIW8,,,
5039546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423LBI1,,,
6118415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00106C29BC,,,
