,Aeromonas,Campylobacter,Clostridioides,Citrobacter,Enterobacter,Enterococcus,Escherichia,Helicobacter,Klebsiella,Listeria,Morganella,Providencia,Salmonella,Shigella,Vibrio,Acinetobacter,Burkholderia,Haemophilus,Legionella,Proteus,Pseudomonas,Serratia,Staphylococcus,Stenotrophomonas,Streptococcus,Acanthamoeba,Naegleria,Giardia,Vermamoeba,M+avium+complex,B+cepacia+complex,S+maltophilia+group,E+cloacae+complex,A+caloaceticus+baumanii+complex,Leptospira,Mycobacterium,Mycolicibacterium,Mycolicibacter,Mycolicibacillus,Mycobacteroides
4443748,,,,,,,,,,,,,,,,,,,,,A0A5P2SCG3,,,,,,,,,,,,,,,,,,,
2071969,,,,,,,A0A383HQM6,,,,,,,,UPI00164325E6,,UPI00131DE016,,,,A0A2N8EHD6,,,,A0A3R9IZR6,,,,,,A0A6P2SD68,,,,,A0A1X0I7A2,,,,
7092527,,,,,,,,,,,,,,,,,,,,,J2WNQ3,,,,,,,,,,,,,,,,,,,
1622575,,,,,,,A0A7A5A2K6,A0A0J8JR28,UPI0009074F2C,,,,,,A0A6M4VX27,UPI000A39AA4E,UPI000753B614,,,,A0A1I3PD89,,,,UPI000B5903D2,,,,,,B9AZV7,,,,,UPI00069687A8,,,,
1533558,,,,,,,A0A7B3UCL3,A0A438ZU75,UPI0007CBC77A,,,,UPI000D3AB01A,,UPI001303844B,N8YT43,UPI00075D050B,,,,UPI00135CDEA2,,,,A0A428C939,,,,,,A0A118KDN3,,,,,UPI000A02ED18,,,,
2962789,,,,,,,UPI000BDECDAB,,,,,,,,UPI000C8627A6,,UPI0006273C56,,,,A0A127N1Z2,,,,,,,,,,,,,,,,,,,
8347485,,,,,,,,,,,,,,,,,,,,,A0A2N8G7D5,,,,,,,,,,,,,,,,,,,
746635,N9VAP4,UPI000818C649,,,UPI000481B0F9,UPI000CF2B2D3,UPI000F439BF8,UPI0012E893E6,UPI000E2BEE11,,,,A0A1S0Z7S6,,A0A0B8PI30,A0A515BIM6,UPI00163F2365,,,,UPI0010674D55,,UPI0001F491C8,UPI000C7E4BCA,UPI0005E7709E,,,,,,UPI000F8043D6,,UPI0006521B66,A0A010K2Q9,,UPI0012DB0F0A,UPI000848EF83,,,
7697501,,,,,,,,,,,,,,,,,,,,,A0A1V9UJ99,,,,,,,,,,,,,,,,,,,
295926,UPI0005D8237F,UPI000699556E,,UPI001358BA85,UPI00105C5A26,UPI0010BF4687,UPI0015E7A6A4,UPI00165C5FB6,A0A2X3IAM3,UPI0011F2C681,,,A0A622QEH3,,UPI00148CB1C6,UPI00161EF546,A0A132E2P7,,A0A1Q4D212,,UPI000BA41C80,UPI00044BE566,UPI000F43BCBA,UPI001362D32D,UPI0015DB3491,,,,,,UPI00158B8B43,A0A1V3D0Z8,UPI0007355147,UPI000DE79065,M3HMC4,UPI0014225603,UPI0010BFE8BA,,,UPI000994708D
3391795,,,,,,,A4STD4,,,,,,,,,,A0A3N8BRX6,,,,A0A108V730,,,,,,,,,,,,,,,,,,,
1210228,,,,,A0A495K9S9,,A0A778VPV4,UPI000BEA7444,UPI0004A76499,,,,A0A3V1XHW2,,UPI0005851F36,A0A6F8TE57,A0A6P2NUA5,,,,UPI000F573BCB,,UPI000B9734E7,,UPI0002B9CD01,,,,,,UPI0007592293,,,,,A0A1A3HRN8,,,,
6619807,,,,,,,,,,,,,,,,,,,,,UPI000D1AA0DD,,,,,,,,,,,,,,,,,,,
1246720,,,,,,,A0A783HW80,UPI000CF1BF01,A0A377ZAL0,,,,UPI0005083113,,UPI0005EDCA15,N8WEY2,UPI000F5A64E4,,,,UPI000F541B12,,UPI000D1FD78E,,UPI0002B50889,,,,,,UPI000757C0AB,,,,,H8INJ1,,,,
1324602,,,,,,,A0A6D0PHU7,A0A2T6U026,UPI000A0F114C,,,,UPI0009A9DADB,,UPI0012AEA84B,UPI00044613EB,UPI000F574CF2,,,,UPI000F04C5D2,,UPI000D1E8430,,UPI0002B991C3,,,,,,UPI0012FE3400,,,,,A0A2G8BH75,,,,
1961843,,,,,,,UPI0002CBF4F0,,,,,,,,UPI0001B92878,N9ADR0,UPI0006C81754,,,,A0A0P9Y4V6,,,,UPI000D75DDFF,,,,,,UPI000CFF988E,,,,,A0A1A2WY55,,,,
2856832,,,,,,,UPI000BB8D2E2,,,,,,,,UPI000C85AB28,,UPI000B04CBE5,,,,A0A1H2GVY6,,,,,,,,,,,,,,,,,,,
2867681,,,,,,,UPI000BB7C5B7,,,,,,,,UPI000BA97BF0,,UPI000AA01129,,,,A0A2U1IIJ2,,,,,,,,,,,,,,,,,,,
816233,,UPI000BB40931,,,A0A329HPV6,A0A200J0K8,UPI000DDF48D0,UPI0012B34403,UPI000DE63F4F,,,,A0A3V7H3X3,,UPI00115787B1,A0A4Q4GW02,UPI001641642E,,,,UPI0013CE67BC,,A0A3A0H427,A0A6P1EQG2,UPI0005DE2F1F,,,,,,UPI0007565588,,UPI0007E5229A,,,UPI0012E8F2A9,A0A1X0IZ02,,,
5147061,,,,,,,,,,,,,,,,,,,,,UPI0006B98B0D,,,,,,,,,,,,,,,,,,,
669109,UPI0007ED957C,UPI000A356841,,,A0A5B7XI48,UPI0008EAAD7E,UPI0010AD84C5,UPI000EB30A41,UPI00073C2760,,,,A0A2R4KLN0,,A0A2R9VHY0,A0A143IZM5,UPI001588FE18,,,,UPI000F548690,A0A0F7HCQ6,A0A657XQU5,UPI00066B3E5B,UPI000E55576A,,,,,,A0A6P2KI59,,UPI0005895CAC,UPI0007C388FA,,UPI0005E6F29F,UPI00096E7ABC,,,
1839502,,,,,,,UPI0002CAA85B,,UPI000D74418C,,,,,,UPI0002FE20ED,UPI000E5B8C66,UPI00075FEC6B,,,,A0A6B2AQJ9,,,,UPI000779224C,,,,,,UPI00075AAB45,,,,,UPI000CDE4EC7,,,,
7371852,,,,,,,,,,,,,,,,,,,,,A0A3M5VP64,,,,,,,,,,,,,,,,,,,
662756,UPI00080ABE76,UPI0009A6C64E,,,A0A745JBS5,UPI0009C07AFB,UPI0010CC9D94,UPI000EB34956,UPI00058C1FB0,,,,A0A3V3LEH9,,A0A646LHF8,A0A4R0EAU8,UPI001588834A,,,,UPI000F050E50,A0A380D774,A0A6K3VCF3,UPI00050A1CDB,UPI000F65F4AA,,,,,,A0A6P2V2A7,,UPI000B496527,UPI00083F5B13,,UPI0005E7BDDF,UPI000AF5AF43,,,
374256,A0A2A3SRB4,A0A5Y9ADW4,,UPI0004995FB2,UPI0007961AF2,UPI00137B475B,UPI0015D6E5C1,A0A5M9QGM8,UPI00102607F4,,,,A0A3W6F835,,UPI0014852056,UPI00148E9A27,A0A104QUA1,,,,A0A2S4AMU3,A0A1C3H8X6,UPI0007379F16,A0A246IBI9,A0A6I3SG83,,,,,,UPI0013F3D3FC,A0A0U5B136,UPI0011E41D02,UPI00124FFC14,UPI0002E8C7C2,A0A1X0AS02,UPI00138CD254,,,
1670541,,,,,,,A0A7A6D3R2,J0NAD3,UPI000B959B3E,,,,,,A0A0C2NEQ8,UPI000667D31B,UPI000758C851,,,,A0A2V0QBG5,,,,UPI00066AC5E7,,,,,,UPI0009C04A41,,,,,UPI000641E77E,,,,
4674314,,,,,,,,,,,,,,,,,,,,,A0A379IXG4,,,,,,,,,,,,,,,,,,,
6630950,,,,,,,,,,,,,,,,,,,,,UPI00105AA08B,,,,,,,,,,,,,,,,,,,
5045652,,,,,,,,,,,,,,,,,,,,,UPI000772C60E,,,,,,,,,,,,,,,,,,,
6579237,,,,,,,,,,,,,,,,,,,,,UPI000E2A391F,,,,,,,,,,,,,,,,,,,
1945505,,,,,,,UPI0002CBB093,,,,,,,,UPI0000EF8E41,A0A062BWD6,UPI00075B301F,,,,S2K3S7,,,,UPI000CCF9984,,,,,,UPI000B295F52,,,,,A0A1X1VJN9,,,,
2773466,,,,,,,UPI0009270308,,,,,,,,UPI00093859B2,,UPI000A7601D7,,,,A0A239E7Q1,,,,,,,,,,,,,,,,,,,
711611,UPI000D64F68E,UPI00057606F3,,,UPI0002D5A084,UPI0008A40F00,UPI0010BECFC9,UPI00059F324E,UPI00128AF843,,,,A0A3T9SDR4,,A0A2L1XUH3,A0A4Q7CGD6,UPI001591FDA6,,,,UPI000F87C1CE,,UPI00019FC392,UPI000C15A65A,UPI00077959A2,,,,,,UPI000F59C098,,UPI000659A6FA,UPI000D018083,,UPI0006D5BFE0,UPI0005C7395F,,,
2648845,,,,,,,UPI000694F1AC,,,,,,,,UPI00084AD9B0,,A0A1B4PPL1,,,,A0A3G7VEP7,,,,,,,,,,,,,,,,,,,
5187655,,,,,,,,,,,,,,,,,,,,,UPI00028186C0,,,,,,,,,,,,,,,,,,,
7469694,,,,,,,,,,,,,,,,,,,,,A0A387AAC8,,,,,,,,,,,,,,,,,,,
3668108,,,,,,,,,,,,,,,,,,,,,W2D346,,,,,,,,,,,,,,,,,,,
6980609,,,,,,,,,,,,,,,,,,,,,A0A395RB48,,,,,,,,,,,,,,,,,,,
6317354,,,,,,,,,,,,,,,,,,,,,UPI0010F90E64,,,,,,,,,,,,,,,,,,,
1710612,,,,,,,C3T2K2,,UPI000C79A169,,,,,,A0A090RC15,UPI000871E254,UPI00075779B9,,,,A0A2N0DHL4,,,,UPI00066A7D29,,,,,,UPI0009BE213D,,,,,UPI0007FCBD81,,,,
4693254,,,,,,,,,,,,,,,,,,,,,A0A5C8YJG9,,,,,,,,,,,,,,,,,,,
4821933,,,,,,,,,,,,,,,,,,,,,UPI00053EFA23,,,,,,,,,,,,,,,,,,,
2195852,,,,,,,A0A2Y0RFA5,,,,,,,,A0A4V5RTK4,,A0A071M6W2,,,,A0A5E7C9G7,,,,A0A2U2M179,,,,,,,,,,,,,,,
690649,UPI000CCF33CB,UPI0009C12AED,,,A0A421IM95,UPI000665DCDE,UPI00109D9CF1,UPI000EAE17ED,UPI0012B8E5CA,,,,A0A3U8P9R9,,A0A2N7KKY6,A0A4V2DRM6,UPI001581EDA5,,,,UPI000F74289C,A0A379ZYE0,UPI00038F285C,UPI0008F53976,UPI000E54797B,,,,,,UPI000F5982EE,,UPI000669330A,UPI000C764303,,UPI0005DE92C5,UPI00096F515F,,,
5800118,,,,,,,,,,,,,,,,,,,,,UPI000A1DCFBB,,,,,,,,,,,,,,,,,,,
2368401,,,,,,,A0A446DB09,,,,,,,,UPI000975C2D6,,UPI0004F7B973,,,,A0A5E7N2C8,,,,,,,,,,,,,,,,,,,
5324371,,,,,,,,,,,,,,,,,,,,,UPI0003AAA105,,,,,,,,,,,,,,,,,,,
4674340,,,,,,,,,,,,,,,,,,,,,A0A1I1TI00,,,,,,,,,,,,,,,,,,,
5708118,,,,,,,,,,,,,,,,,,,,,UPI0008A23154,,,,,,,,,,,,,,,,,,,
6567942,,,,,,,,,,,,,,,,,,,,,UPI000DA62DF4,,,,,,,,,,,,,,,,,,,
2930515,,,,,,,UPI000BB9470E,,,,,,,,UPI000CE2F4D2,,UPI000537341E,,,,A0A263NPD9,,,,,,,,,,,,,,,,,,,
2915463,,,,,,,UPI000BE2F7D2,,,,,,,,UPI000C819BBD,,UPI0008A4CA2B,,,,A0A558FZL2,,,,,,,,,,,,,,,,,,,
5375107,,,,,,,,,,,,,,,,,,,,,UPI000317BC0F,,,,,,,,,,,,,,,,,,,
571253,A0A2K0LLX3,A0A6L2DPG4,,A8AEJ9,UPI0013D4A788,A0A5Q3CRK9,UPI0011F2CE39,UPI00112DFC2E,UPI000E2D97CC,,,,A0A5I3CAS2,,D0X9B1,UPI0015D30D3E,UPI0014683416,,,,UPI0010472204,UPI000665A1B2,A0A0D0RNQ3,A0A2W6HX11,UPI001240FA07,,,,,,UPI001588E986,,UPI0004F7C8F8,UPI000A338681,A0A4R9J9C4,UPI001058A202,A0A3S4R9A6,,,
1112286,,,,,UPI000B8CFC20,,UPI0013625D3C,UPI0009B338DC,A0A2A2SM47,,,,A0A3V1SYY6,,UPI00111D99FD,UPI00125034DE,A0A3P0E7B1,,,,UPI000F48C330,,UPI0007DA1F48,,A0A139PKM9,,,,,,UPI000758BE19,,,,,UPI000459FEE7,,,,
2447439,,,,,,,A0A370V2L4,,,,,,,,UPI00084A6751,,UPI001640A588,,,,A0A6I6T2W2,,,,,,,,,,,,,,,,,,,
7602357,,,,,,,,,,,,,,,,,,,,,W0MWM3,,,,,,,,,,,,,,,,,,,
6009871,,,,,,,,,,,,,,,,,,,,,UPI00069D53B5,,,,,,,,,,,,,,,,,,,
4273054,,,,,,,,,,,,,,,,,,,,,A0A3M5P8Y9,,,,,,,,,,,,,,,,,,,
3039390,,,,,,,UPI000CD696FA,,,,,,,,UPI000D3AF438,,UPI00075CD30E,,,,A0A5E9IZG7,,,,,,,,,,,,,,,,,,,
3522206,,,,,,,,,,,,,,,,,A0A6P2IQ83,,,,A0A5R8QRM2,,,,,,,,,,,,,,,,,,,
1970269,,,,,,,UPI0002C968C0,,,,,,,,UPI000068C306,A0A009LRC5,UPI0005D789D3,,,,A0A1U9Q221,,,,UPI000DA410F9,,,,,,UPI000CFF79F4,,,,,A0A172USR2,,,,
834013,,UPI000D323644,,,A0A144CWT9,A0A2A7SUJ9,UPI000750E755,A0A099TX37,UPI0012B6C3F1,,,,A0A0S0ZPY1,,UPI001121804B,UPI0010386880,UPI0015E0F2E9,,,,UPI0014731970,,A0A1E5TV30,B8KYP2,UPI0012DE14EC,,,,,,UPI000759C5AB,,UPI000BB71049,,,UPI00138B9C83,A0A100VZ03,,,
7437238,,,,,,,,,,,,,,,,,,,,,A0A3M3EHK6,,,,,,,,,,,,,,,,,,,
2773757,,,,,,,UPI000929C561,,,,,,,,A0A378PWL1,,UPI000AA544FE,,,,A0A0F7YBD4,,,,,,,,,,,,,,,,,,,
2005133,,,,,,,UPI0005307B3A,,,,,,,,UPI0002F4FC7A,N9NAE5,UPI00128B03D5,,,,A0A173J1J6,,,,A0A3R9KTS7,,,,,,UPI000D3F4794,,,,,A0A1B4Y293,,,,
6766710,,,,,,,,,,,,,,,,,,,,,UPI0014643762,,,,,,,,,,,,,,,,,,,
2654060,,,,,,,UPI0006A5FA8F,,,,,,,,UPI00084B2800,,A0A1I0BQ29,,,,A0A3G7UIY0,,,,,,,,,,,,,,,,,,,
4784390,,,,,,,,,,,,,,,,,,,,,UPI00053D4428,,,,,,,,,,,,,,,,,,,
6344717,,,,,,,,,,,,,,,,,,,,,UPI0010BFDD9E,,,,,,,,,,,,,,,,,,,
8173252,,,,,,,,,,,,,,,,,,,,,I7B590,,,,,,,,,,,,,,,,,,,
5052319,,,,,,,,,,,,,,,,,,,,,UPI000772603E,,,,,,,,,,,,,,,,,,,
2305316,,,,,,,A0A2Y0NBA9,,,,,,,,UPI0011579AD3,,UPI0002387E77,,,,A0A5E7C6N4,,,,,,,,,,,,,,,,,,,
5368811,,,,,,,,,,,,,,,,,,,,,UPI0002FDAF61,,,,,,,,,,,,,,,,,,,
6380633,,,,,,,,,,,,,,,,,,,,,UPI00119D67C5,,,,,,,,,,,,,,,,,,,
7279611,,,,,,,,,,,,,,,,,,,,,A0A1Q9XIX3,,,,,,,,,,,,,,,,,,,
1480508,,,,,,,A0A7A2V2W8,A0A438SYF8,UPI00063CA7F1,,,,UPI000BE2A60B,,UPI00137739AB,B0VL61,UPI000754E27B,,,,UPI000F01B0FB,,,,A0A3R9GKS9,,,,,,UPI000536AE13,,,,,UPI00096A92A7,,,,
175160,UPI001119FE44,A0A6L1GED4,UPI000D1FB03F,A0A2N4V8P5,A0A658UDP6,A0A242LAE3,A0A376GAT0,UPI00165CE3D6,UPI0015FDA405,UPI0005127359,,A0A4R3NCN1,UPI000614FCCA,UPI000DA48AD8,A0A1R3F0U7,A0A1Z9Z2I6,A0A3N8AC11,UPI0006834EAF,E7BB93,A0A6G6TE12,UPI0004490AC4,A0A2X4UIQ6,A0A1W6BMN8,UPI0015D15931,A0A0I6DHD4,,,,,UPI0008020561,A0A3G3HC44,UPI0013DC5FBB,UPI0010058013,A0A009JJZ2,A0A2M8HN29,A0A081HU13,UPI0015B553AD,,,A0A4R8S020
1867559,,,,,,,UPI0002515E39,,UPI000E2C4D58,,,,,,UPI0001BAD68A,A0A3S9AVF4,UPI00075BA4F4,,,,A0A193SGK9,,,,UPI00093C424B,,,,,,UPI00075438F2,,,,,UPI000E3CB233,,,,
5461638,,,,,,,,,,,,,,,,,,,,,UPI0009206427,,,,,,,,,,,,,,,,,,,
7497429,,,,,,,,,,,,,,,,,,,,,A0A3G8CIL9,,,,,,,,,,,,,,,,,,,
5462133,,,,,,,,,,,,,,,,,,,,,UPI000936E0B1,,,,,,,,,,,,,,,,,,,
7156366,,,,,,,,,,,,,,,,,,,,,A0A3M4RET3,,,,,,,,,,,,,,,,,,,
7869447,,,,,,,,,,,,,,,,,,,,,A0A1E5XFV1,,,,,,,,,,,,,,,,,,,
4361924,,,,,,,,,,,,,,,,,,,,,A0A3M2HLM3,,,,,,,,,,,,,,,,,,,
5650024,,,,,,,,,,,,,,,,,,,,,UPI0008595202,,,,,,,,,,,,,,,,,,,
4842746,,,,,,,,,,,,,,,,,,,,,UPI000484A382,,,,,,,,,,,,,,,,,,,
4691909,,,,,,,,,,,,,,,,,,,,,A0A3G7BM99,,,,,,,,,,,,,,,,,,,
7757998,,,,,,,,,,,,,,,,,,,,,A0A3E1UPQ4,,,,,,,,,,,,,,,,,,,
8295722,,,,,,,,,,,,,,,,,,,,,A0A3M5FP48,,,,,,,,,,,,,,,,,,,
2689293,,,,,,,UPI0005CFB53A,,,,,,,,UPI0007225877,,A0A4V8GCC5,,,,A0A3G7UXL5,,,,,,,,,,,,,,,,,,,
2268275,,,,,,,A0A2X1KL19,,,,,,,,A0A0H3AG89,,F2LQ24,,,,A0A1G9QIM0,,,,,,,,,,,,,,,,,,,
8199376,,,,,,,,,,,,,,,,,,,,,A0A1V3T680,,,,,,,,,,,,,,,,,,,
6280249,,,,,,,,,,,,,,,,,,,,,UPI0012403C5F,,,,,,,,,,,,,,,,,,,
6609123,,,,,,,,,,,,,,,,,,,,,UPI000E0B493F,,,,,,,,,,,,,,,,,,,
2498637,,,,,,,UPI0009449EA9,,,,,,,,UPI00062F1070,,A0A4R4CTA9,,,,A0A0G3GF48,,,,,,,,,,,,,,,,,,,
737935,A0A3N6VE88,UPI0008739FD1,,,UPI000267F54F,UPI000CF03D9B,UPI000EFE8B90,UPI0012B35A42,UPI00128D67E4,,,,Q5MNA4,,A0A1M7YUF7,A0A6H2VID8,UPI00158C9108,,,,UPI00104FBF37,,UPI000207716A,UPI000C151BA8,UPI0005E1D969,,,,,,UPI000F59B9C6,,UPI0005F08ADD,N9LH90,,UPI00045A7E07,UPI00082BAB5C,,,
1682574,,,,,,,A0A7A5E343,,UPI000CEC7734,,,,,,A0A656ACZ1,UPI00045347D0,UPI00075F029A,,,,A0A0Q0FSU3,,,,UPI00066CCC0E,,,,,,UPI0009E0E16D,,,,,UPI000800C9FA,,,,
4440444,,,,,,,,,,,,,,,,,,,,,A0A4R7V4Q3,,,,,,,,,,,,,,,,,,,
5622193,,,,,,,,,,,,,,,,,,,,,UPI00087764EA,,,,,,,,,,,,,,,,,,,
237228,UPI000F51EE85,UPI0011ABB075,,UPI0010C99A79,UPI000FEB7FDB,UPI00115DCE2D,UPI00159EBE07,UPI0013F3FE9F,UPI0015F3316F,UPI000868890C,,,A0A5V7J2A4,,UPI00168D59B4,UPI00112CF0B9,A0A238H597,A0A502KBR7,UPI0009B382C8,,UPI0009A2F948,UPI001021C8AB,UPI0011F2320D,UPI001044FA21,UPI0014785D53,,,,,A0A1X0FYI6,A0A1W0YPG1,A0A2J0UXZ1,UPI0007B3F5D3,A0A0E2GC17,UPI0007742DC0,A0A0G3IS43,A0A6N4VGG3,,,UPI0005E362F7
1000371,,,,,UPI0005ED7A90,,UPI000DE2286C,M3NBU5,W0S8H4,,,,A0A5T3B1G9,,UPI00115BFAB3,UPI0012504077,UPI00158A8BFC,,,,UPI000F04C1A7,,UPI00066BD3D0,,A0A139R535,,,,,,UPI000754F0E8,,,,,A0A1S2WDC3,,,,
6517064,,,,,,,,,,,,,,,,,,,,,UPI0012B84DCA,,,,,,,,,,,,,,,,,,,
6019266,,,,,,,,,,,,,,,,,,,,,UPI0006593CFD,,,,,,,,,,,,,,,,,,,
6436425,,,,,,,,,,,,,,,,,,,,,UPI001240E44B,,,,,,,,,,,,,,,,,,,
5904364,,,,,,,,,,,,,,,,,,,,,UPI0006422221,,,,,,,,,,,,,,,,,,,
6620420,,,,,,,,,,,,,,,,,,,,,UPI000D3FF144,,,,,,,,,,,,,,,,,,,
3750376,,,,,,,,,,,,,,,,,,,,,A0A379L608,,,,,,,,,,,,,,,,,,,
8154533,,,,,,,,,,,,,,,,,,,,,A0A098FQY9,,,,,,,,,,,,,,,,,,,
982845,,A0A6H6JLB2,,,UPI00057CA19E,,UPI0013036652,E8QP92,A0A6M8R0Q4,,,,A0A3V8VYC2,,UPI00117D731D,UPI0004185814,UPI0015892E23,,,,UPI000F06AB90,,UPI0006B46B09,,A0A6A8VBJ9,,,,,,UPI00075978C1,,,,,A0A0U0W8A9,,,,
317021,UPI0005B89D73,UPI00122CBD7B,,A0A6G7E770,UPI000F8480E7,UPI0010F7A93B,UPI001652B190,UPI0015E71A80,A0A6B8MQU9,UPI000D6FE4DD,,,A0A746D6U7,,UPI00146A0606,UPI00149026A6,A0A2X1GHH9,,A0A0W1A0Z0,,UPI000B65B594,UPI00135B86A3,UPI000E3BF26F,UPI0013D9FED9,A0A426TBI7,,,,,,UPI00158DA5FC,A0A6C8X569,UPI0005F93B51,UPI00070BB88D,UPI0002F4D1A8,UPI00141EE0B4,UPI0007ED78C7,,,UPI000C25E34B
4993938,,,,,,,,,,,,,,,,,,,,,UPI0006A58DED,,,,,,,,,,,,,,,,,,,
4359852,,,,,,,,,,,,,,,,,,,,,A0A3M5TTD1,,,,,,,,,,,,,,,,,,,
6333530,,,,,,,,,,,,,,,,,,,,,UPI001184FDDD,,,,,,,,,,,,,,,,,,,
5910101,,,,,,,,,,,,,,,,,,,,,UPI0005B85C5C,,,,,,,,,,,,,,,,,,,
1107521,,,,,UPI000BB8B1A3,,UPI001365C919,UPI000965C30C,A0A377XQE1,,,,A0A5W5S393,,UPI000F48B59E,UPI00124FEFD6,A0A495YJP8,,,,UPI000F04FE1A,,UPI0007CA1F9B,,A0A2X4HK19,,,,,,UPI00075942C3,,,,,UPI000400D568,,,,
1014300,,,,,UPI00079C991E,,UPI000E5B59C6,A0A268TC64,A0A6M9B1E1,,,,A0A5H9PVP3,,UPI001124BF55,UPI0012500DD0,UPI0015C6F46E,,,,UPI000EFA3C0E,,UPI000447905D,,M1VDL0,,,,,,UPI00075D9619,,,,,A0A1A2ZVP2,,,,
2590879,,,,,,,UPI0004DA772D,,,,,,,,UPI000648ECAA,,A4JF46,,,,UPI00135A6869,,,,,,,,,,,,,,,,,,,
5125206,,,,,,,,,,,,,,,,,,,,,UPI0006CDF987,,,,,,,,,,,,,,,,,,,
8325741,,,,,,,,,,,,,,,,,,,,,A0A3M3WDI2,,,,,,,,,,,,,,,,,,,
6470463,,,,,,,,,,,,,,,,,,,,,UPI00125EF3DF,,,,,,,,,,,,,,,,,,,
8323933,,,,,,,,,,,,,,,,,,,,,A0A3M5WT34,,,,,,,,,,,,,,,,,,,
1205948,,,,,A0A6N7MT42,,A0A209N5L3,UPI000BE96158,UPI000250045E,,,,A0A3U1EIY2,,UPI0005EE10A3,A0A499RFG0,A0A228Q9R3,,,,UPI000F02D7C2,,UPI000D1D725D,,UPI00030FC803,,,,,,UPI0007566A30,,,,,A0A1A1YAS6,,,,
7520443,,,,,,,,,,,,,,,,,,,,,A0A2K4VQS2,,,,,,,,,,,,,,,,,,,
4230153,,,,,,,,,,,,,,,,,,,,,S6IMA1,,,,,,,,,,,,,,,,,,,
1091992,,,,,UPI000B40B476,,UPI0013B42F69,K7YC00,A0A6S5AU21,,,,A0A3V7QR41,,UPI00102A1A33,UPI00124FBEAC,A0A6P2G2U4,,,,UPI000F065366,,UPI0008531EC4,,A0A1H7UKH3,,,,,,UPI00075E225B,,,,,UPI000378BEEC,,,,
4488101,,,,,,,,,,,,,,,,,,,,,A0A1T1IKC9,,,,,,,,,,,,,,,,,,,
8225396,,,,,,,,,,,,,,,,,,,,,A0A2V3CQN1,,,,,,,,,,,,,,,,,,,
1219664,,,,,A0A156CQ86,,A0A5F1FDE8,UPI000C319ABD,UPI0004A13400,,,,G5LTN3,,UPI000769DEE1,A0A6A8U3M8,A0A6P2IMV7,,,,A0A3C0PR69,,UPI000C31FDDC,,UPI0002AE94CD,,,,,,UPI00075C8F39,,,,,L7V5G1,,,,
1568802,,,,,,,A0A790FUC4,A0A2T6PMD5,UPI0008E0F8C4,,,,A0A3S4F4S3,,A0A3E1ID76,A0A433CVM8,UPI00075E47F1,,,,UPI0013CF303C,,,,A0A6I3P4L0,,,,,,A0A103K285,,,,,A0A1E3TKW2,,,,
6802629,,,,,,,,,,,,,,,,,,,,,UPI001561D457,,,,,,,,,,,,,,,,,,,
919945,,UPI000D3118C5,,,UPI000643149B,,UPI0005C76213,UPI0002BB2FF1,A0A485UFX4,,,,A0A3V2F4I0,,UPI0010289E97,UPI000E6A9ACC,UPI001591CC2A,,,,UPI00135D59A7,,A0A317Z4E8,,UPI0013F5D0F7,,,,,,UPI0007556891,,A0A143I512,,,A0A1Y5PNH8,A0A6N4VI85,,,
1858007,,,,,,,UPI0002CC1A59,,UPI000E2B3AB0,,,,,,UPI0002E56515,N9L708,UPI0007535DB4,,,,A0A3M4JJP3,,,,UPI000995C91C,,,,,,UPI00075C65E7,,,,,UPI000D5926A8,,,,
6136101,,,,,,,,,,,,,,,,,,,,,A0A3D0K6S3,,,,,,,,,,,,,,,,,,,
4965171,,,,,,,,,,,,,,,,,,,,,UPI0006CDAEE3,,,,,,,,,,,,,,,,,,,
5259512,,,,,,,,,,,,,,,,,,,,,UPI0003DFB97F,,,,,,,,,,,,,,,,,,,
7897382,,,,,,,,,,,,,,,,,,,,,A0A345V0F9,,,,,,,,,,,,,,,,,,,
3014706,,,,,,,UPI000B7FAB13,,,,,,,,UPI000D38B036,,UPI00084228E0,,,,A0A2W7JDE3,,,,,,,,,,,,,,,,,,,
6760931,,,,,,,,,,,,,,,,,,,,,UPI001475428D,,,,,,,,,,,,,,,,,,,
6182973,,,,,,,,,,,,,,,,,,,,,UPI0010FC2091,,,,,,,,,,,,,,,,,,,
2163541,,,,,,,A0A6N8PT43,,,,,,,,A0A4U2FHI3,,A0A6H9T0C3,,,,A0A0P9WND0,,,,M5K734,,,,,,,,,,,,,,,
2209737,,,,,,,A0A2U9LLN8,,,,,,,,C9QHA5,,Q3JWF0,,,,A0A2S8YRV5,,,,,,,,,,,,,,,,,,,
3803756,,,,,,,,,,,,,,,,,,,,,A0A5R9AFX6,,,,,,,,,,,,,,,,,,,
774052,,UPI00094D2E6E,,,A0A5C1C293,UPI000DE901F9,UPI0010939FB7,UPI000CF08F9C,UPI0004884D8C,,,,A0A5U7QIW2,,A0A0D1EF06,A0A5P3MCH5,UPI00163FA583,,,,UPI000F83DAA2,,UPI0002340230,UPI000DA74DC5,UPI0005769D9A,,,,,,UPI000F5F324A,,UPI00079BEB84,,,UPI000E30419C,A0A100ZFY4,,,
3973172,,,,,,,,,,,,,,,,,,,,,A0A423EQE5,,,,,,,,,,,,,,,,,,,
6534577,,,,,,,,,,,,,,,,,,,,,UPI000D4BE093,,,,,,,,,,,,,,,,,,,
8284961,,,,,,,,,,,,,,,,,,,,,F6AC95,,,,,,,,,,,,,,,,,,,
7850780,,,,,,,,,,,,,,,,,,,,,A0A5E7A884,,,,,,,,,,,,,,,,,,,
